,time,friends_count,lat,long,language
434,07 29 04:37:43 2014,178,-37.82002314,144.96571405,en
435,07 29 04:38:09 2014,830,-37.65964357,144.98698311,ar
436,07 29 04:38:12 2014,1154,-37.995297,145.0790575,en
437,07 29 04:38:29 2014,186,-37.79206559,145.06409677,en
438,07 29 04:38:44 2014,3057,-37.823814,144.9593277,en
439,07 29 04:39:27 2014,497,-37.81614239,144.96462485,en
440,07 29 04:41:35 2014,841,-37.78754336,145.06583488,en
441,07 29 04:41:50 2014,1841,-37.81839719,144.96645612,en
442,07 29 04:43:54 2014,187,-37.8050449,144.9658758,zh
443,07 29 04:44:49 2014,53,-37.8899259,144.6213809,en
444,07 29 04:45:41 2014,800,-37.8151645,144.9526086,en
445,07 29 04:45:49 2014,315,-37.8131869,144.9629796,en
446,07 29 04:46:03 2014,35,-37.63673256,144.96707243,ar
447,07 29 04:46:21 2014,830,-37.59892296,144.9395717,fa
448,07 29 04:46:23 2014,493,-37.80870745,144.96301535,en
449,07 29 04:46:58 2014,630,-37.8564622,145.02913159,en
450,07 29 04:47:52 2014,7003,-37.8300877,145.05254526,en
451,07 29 04:48:06 2014,449,-37.8560021,145.1682676,en
452,07 29 04:48:29 2014,189,-37.77567522,144.88847518,en
453,07 29 04:48:34 2014,158,-37.83416548,144.97156196,en
454,07 29 04:48:51 2014,142,-37.80733298,144.97774799,en
455,07 29 04:49:24 2014,579,-37.82852877,144.9963221,en
456,07 29 04:50:11 2014,198,-37.8506945,145.12496697,ar
457,07 29 04:50:20 2014,83,-37.90598653,145.07478139,th
458,07 29 04:50:50 2014,283,-37.67959977,145.43122271,en
459,07 29 04:51:48 2014,64,-37.81486831,144.94163558,en
460,07 29 04:51:55 2014,426,-37.8038247,144.9604315,en
461,07 29 04:53:07 2014,143,-37.84972928,145.09256839,en
462,07 29 04:53:11 2014,102,-37.81817403,144.96444628,en
463,07 29 04:53:32 2014,211,-37.84102238,145.00879935,en
464,07 29 04:54:27 2014,108,-37.8040312,144.97208275,ja
465,07 29 04:54:40 2014,1837,-37.8867253,145.0428811,en
466,07 29 04:54:45 2014,175,-37.83836233,145.06471407,ja
467,07 29 04:55:04 2014,311,-37.79855089,144.96046597,en
468,07 29 04:55:11 2014,494,-37.8095665,144.9705741,zh
469,07 29 04:56:05 2014,1656,-37.8260821,144.9712501,en
470,07 29 04:56:31 2014,2954,-37.8143,144.963,en
471,07 29 04:56:33 2014,175,-37.83245659,145.05796456,ja
472,07 29 04:58:55 2014,1843,-37.77680816,144.95805064,en
473,07 29 04:59:55 2014,129,-37.81134279,144.95742324,tl
474,07 29 05:00:03 2014,29,-37.97638889,145.05,en
475,07 29 05:00:43 2014,338,-37.8158767,144.95325,in
476,07 29 05:01:58 2014,1656,-37.8326588,144.9724923,en
477,07 29 05:02:57 2014,320,-37.84863517,145.11336233,in
478,07 29 05:03:04 2014,210,-37.72106653,145.0483925,en
479,07 29 05:03:05 2014,50,-37.8260551,144.9660886,en
480,07 29 05:03:19 2014,203,-38.20758199,145.23898826,no
481,07 29 05:03:22 2014,360,-37.6530857,144.94478862,en
482,07 29 05:05:31 2014,21,-37.83432752,144.97586297,en
483,07 29 05:05:54 2014,1442,-37.62870577,144.96558364,ar
484,07 29 05:05:57 2014,619,-37.88709576,145.08668924,en
485,07 29 05:06:06 2014,598,-37.82338893,144.96038409,en
486,07 29 05:06:10 2014,163,-37.86407933,144.9823256,en
487,07 29 05:06:35 2014,200,-37.73389624,144.73936899,en
488,07 29 05:07:30 2014,283,-37.67961291,145.43122546,en
489,07 29 05:08:56 2014,143,-37.84988133,145.09248968,en
490,07 29 05:09:48 2014,758,-37.77033466,144.91759114,en
491,07 29 05:10:07 2014,283,-37.67958783,145.43120506,en
492,07 29 05:10:59 2014,284,-37.81730089,144.95269039,en
493,07 29 05:11:40 2014,1656,-37.8476133,144.9786625,en
494,07 29 05:11:42 2014,332,-37.91166849,145.01709471,en
495,07 29 05:11:46 2014,238,-37.82043279,144.95773367,pt
496,07 29 05:13:38 2014,338,-37.88504379,145.18132964,en
497,07 29 05:13:47 2014,99,-37.81308,144.97773,und
498,07 29 05:14:31 2014,68,-37.90295022,145.19770822,en
499,07 29 05:15:03 2014,399,-37.7864026,144.9467633,in
